COD_LOCAL;DT_REF;SUBSTANCIA;MEDICAO;DIMENSAO
PAS 26;2024-02-20;Nitrogênio Total;0.8;mg/L
PAS 26;2024-03-18;Nitrogênio Total;0.8;mg/L
PAS 26;2024-04-17;Nitrogênio Total;<0.15;mg/L
PAS 26;2024-07-26 15:20:00;Nitrogênio Total;2.5;mg/L
PAS 33;2024-03-18;Óleos e Graxas Totais;14.75;mg/L
PAS 26;2024-05-21;Óleos e Graxas Totais;14.81;mg/L
PAS 08;2024-03-21;Óleos e Graxas Totais;14.86;mg/L
PAS 06;2024-05-23;Óleos e Graxas Totais;14.87;mg/L
PAS 09;2024-03-19;Óleos e Graxas Totais;15;mg/L
PAS 19;2024-05-21;Óleos e Graxas Totais;15;mg/L
PAS 26;2024-02-20;Óleos e Graxas Totais;15.13;mg/L
PAS 26;2023-11-23;Ortofosfato;7.0000000000000007E-2;mg/L
PAS 26;2024-05-21;Ortofosfato;<0.006;mg/L
PAS 26;2024-06-27;Ortofosfato;<0.006;mg/L
PAS 26;2024-02-20;Ortofosfato;<0.006;mg/L
PAS 26;2024-03-18;Ortofosfato;<0.02;mg/L
PAS 26;2024-04-17;Ortofosfato;<0.006;mg/L
PAS 26;2024-07-26 15:20:00;Ortofosfato;<0.006;mg/L
PAS 26;2023-11-23;Oxigênio dissolvido;3.43;mg/L
PAS 26;2024-05-21;Oxigênio Dissolvido;6.45;mg/L
PAS 26;2024-06-27;Oxigênio Dissolvido;8.01;mg/L
PAS 26;2024-02-20;Oxigênio Dissolvido;6.31;mg/L
PAS 26;2024-03-18;Oxigênio Dissolvido;5.33;mg/L
PAS 26;2024-04-17;Oxigênio Dissolvido;7.19;mg/L
PAS 26;2024-07-26 15:20:00;Oxigênio Dissolvido;6.78;mg/L
PAS 05;2023-12-13;pH;7.05;-
PAS 16;2023-12-14;pH;7.05;-
PAS 05;2024-05-20;pH;7.07;-
PAS 30;2024-01-23;pH;7.08;-
PAS 13;2023-12-14;pH;7.09;-
PAS 04;2023-12-14;pH;7.1;-
PAS 06;2020-12-17;pH;7.1;-
PAS 06;2021-07-04;pH;7.1;-
PAS 07;2021-12-02;pH;7.1;-
PAS 14;2020-12-16;pH;7.1;-
PAS 05;2022-05-25;Salinidade;<0.1;‰
PAS 05;2022-11-22;Salinidade;<0.1;‰
PAS 05;2023-05-16;Salinidade;<0.1;%
PAS 05;2023-11-21;Salinidade;<0.1;‰
PAS 06;2022-05-28;Salinidade;<0.1;‰
PAS 06;2022-11-22;Salinidade;<0.1;‰
PAS 06;2023-05-16;Salinidade;<0.1;%
PAS 07;2022-05-25;Salinidade;<0.1;‰
PAS 07;2022-11-22;Salinidade;<0.1;‰
PAS 07;2023-05-17;Salinidade;<0.1;%
PAS 16;2024-03-18;Sódio Total;1.79;mg/L
PAS 27;2024-06-25;Sódio Total;1.74;mg/L
PAS 01;2024-02-19;Sódio Total;1.73;mg/L
PAS 04;2024-06-26;Sódio Total;1.71;mg/L
PAS 07;2024-07-23 11:09:00;Sódio Total;1.68;mg/L
PAS 31;2024-05-22;Sódio Total;1.68;mg/L
PAS 04;2024-04-17;Sódio Total;1.67;mg/L
PAS 26;2023-11-23;Sólidos dissolvidos totais;88;mg/L
PAS 26;2024-05-21;Sólidos Dissolvidos Totais;222;mg/L
PAS 26;2024-06-27;Sólidos Dissolvidos Totais;403;mg/L
PAS 26;2024-01-25;Sólidos Dissolvidos Totais;142;mg/L
PAS 26;2024-02-20;Sólidos Dissolvidos Totais;124;mg/L
PAS 26;2024-02-20;Sólidos Dissolvidos Totais;122;mg/L
PAS 26;2024-03-18;Sólidos Dissolvidos Totais;50;mg/L
PAS 26;2024-04-17;Sólidos Dissolvidos Totais;56;mg/L
PAS 26;2024-04-17;Sólidos Dissolvidos Totais;90;mg/L
PAS 26;2024-07-26 14:58:00;Sólidos Dissolvidos Totais;806;mg/L
PAS 01;2021-07-04;Sólidos suspensos totais;6;mg/L
PAS 01;2023-11-22;Sólidos suspensos totais;6;mg/L
PAS 02;2021-12-03;Sólidos suspensos totais;6;mg/L
PAS 02;2023-11-22;Sólidos suspensos totais;6;mg/L
PAS 04;2021-07-03;Sólidos suspensos totais;6;mg/L
PAS 04;2023-05-18;Sólidos suspensos totais;6;mg/L
PAS 05;2022-11-22;Sólidos suspensos totais;6;mg/L
PAS 26;2023-11-23;Sólidos totais;384;mg/L
PAS 26;2024-05-21;Sólidos Totais;206;mg/L
PAS 26;2024-06-27;Sólidos Totais;498;mg/L
PAS 26;2024-02-20;Sólidos Totais;1756;mg/L
PAS 26;2024-03-18;Sólidos Totais;136;mg/L
PAS 26;2024-04-17;Sólidos Totais;112;mg/L
PAS 26;2024-07-26 15:20:00;Sólidos Totais;726;mg/L
PAS 26;2023-11-23;Sulfato total;<10.;mg/L
PAS 26;2024-05-21;Sulfato;1.1200000000000001;mg/L
PAS 26;2024-06-27;Sulfato;7.23;mg/L
PAS 26;2024-02-20;Sulfato;<1.;mg/L
PAS 26;2024-03-18;Sulfato Total;<1.;mg/L
PAS 26;2024-04-17;Sulfato;1.18;mg/L
PAS 26;2024-07-26 15:20:00;Sulfato;44.7;mg/L
PAS 26;2023-11-23;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 26;2023-11-23;Temperatura da amostra;28;°C
PAS 26;2024-05-21;Temperatura;24.8;°C
PAS 26;2024-06-27;Temperatura;18.600000000000001;°C
PAS 26;2024-01-25;Temperatura;22.3;°C
PAS 26;2024-02-20;Temperatura;25.4;°C
PAS 26;2024-02-20;Temperatura;25.4;°C
PAS 26;2024-03-18;Temperatura;29.1;°C
PAS 26;2024-04-17;Temperatura;27.4;°C
PAS 26;2024-04-17;Temperatura;27.8;°C
PAS 26;2024-07-26 14:58:00;Temperatura;22.8;
PAS 05;2024-03-20;Turbidez;4.5999999999999996;UNT
PAS 28;2024-04-15;Turbidez;4.45;UNT
PAS 30;2024-03-21;Turbidez;4.17;UNT
PAS 02;2024-04-17;Turbidez;4.16;UNT
PAS 04;2024-04-17;Turbidez;4.16;UNT
PAS 04;2022-05-27;Turbidez;4.0999999999999996;NTU
PAS 33;2024-06-27;Turbidez;3.94;UNT
PAS 26;2023-11-23;Zinco total;0.09;mg/L
PAS 26;2024-05-21;Zinco Total;5.0999999999999997E-2;mg/L
PAS 26;2024-06-27;Zinco Total;5.8000000000000003E-2;mg/L
PAS 26;2024-02-20;Zinco Total;0.125;mg/L
PAS 26;2024-03-18;Zinco Total;6.0999999999999999E-2;mg/L
PAS 26;2024-04-17;Zinco Total;5.1999999999999998E-2;mg/L
PAS 26;2024-07-26 15:20:00;Zinco Total;2.3E-2;mg/L
PAS 26;2023-11-23;Coliformes termotolerantes;3.7;NMP/100mL
PAS 26;2024-06-27;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 26;2024-05-21;Coliformes Termotolerantes;140;NMP/100mL
PAS 26;2024-03-18;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 26;2024-07-26 15:20:00;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 26;2024-02-20;Coliformes Termotolerantes;Ausente;-
PAS 26;2024-04-17;Coliformes Termotolerantes;Presente;-
PAS 26;2023-11-23;Coliformes totais;22;NMP/100mL
PAS 26;2024-05-21;Coliformes Totais;1100;NMP/100mL
PAS 26;2024-06-27;Coliformes Totais;20;NMP/100mL
PAS 26;2024-02-20;Coliformes Totais;Ausente;-
PAS 26;2024-03-18;Coliformes Totais;3300;NMP/100mL
PAS 26;2024-04-17;Coliformes Totais;Presente;-
PAS 26;2024-07-26 15:20:00;Coliformes Totais;78;NMP/100mL
PAS 26;2023-11-23;Cianeto total;<1.;µg/L
PAS 26;2023-11-23;Manganês Total;2.4E-2;mg/L
PAS 26;2024-05-21;Manganês Total;9.1999999999999998E-2;mg/L
PAS 26;2024-06-27;Manganês Total;0.15;mg/L
PAS 26;2024-02-20;Manganês Total;0.23300000000000001;mg/L
PAS 26;2024-03-18;Manganês Total;5.0999999999999997E-2;mg/L
PAS 26;2024-04-17;Manganês Total;4.9000000000000002E-2;mg/L
PAS 26;2024-07-26 15:20:00;Manganês Total;0.11600000000000001;mg/L
PAS 26;2023-11-23;Temperatura do ambiente;31;°C
PAS 26;2024-05-21;Temperatura Ambiente;26.2;°C
PAS 26;2024-06-27;Temperatura Ambiente;24;°C
PAS 26;2024-06-27;Temperatura Ambiente;24;°C
PAS 26;2024-06-27;Temperatura Ambiente;24;°C
PAS 26;2024-05-21;Temperatura Ambiente;26.5;°C
PAS 26;2024-04-17;Temperatura Ambiente;30;°C
PAS 26;2024-04-17;Temperatura Ambiente;30;°C
PAS 26;2024-07-26 15:20:00;Temperatura do Ambiente;30;°C
PAS 26;2024-07-26 15:21:00;Temperatura do Ambiente;30;°C
PAS 26;2024-07-26 14:58:00;Temperatura do Ambiente;30;°C
PAS 26;2024-05-21;Sulfeto Total;<0.001;mg/L
PAS 26;2024-06-27;Sulfeto Total;<0.001;mg/L
PAS 26;2024-02-20;Sulfeto Total;<0.001;mg/L
PAS 26;2024-03-18;Sulfeto Total;<0.001;mg/L
PAS 26;2024-04-17;Sulfeto Total;2E-3;mg/L
PAS 26;2024-07-26 15:20:00;Sulfeto Total;<0.001;mg/L
PAS 26;2024-05-21;Nitrogênio Orgânico;<0.3;mg/L
PAS 26;2024-06-27;Nitrogênio Orgânico;<1.;mg/L
PAS 26;2024-02-20;Nitrogênio Orgânico;<1.;mg/L
PAS 26;2024-03-18;Nitrogênio Orgânico;<1.;mg/L
PAS 26;2024-04-17;Nitrogênio Orgânico;<0.3;mg/L
PAS 26;2024-07-26 15:20:00;Nitrogênio Orgânico;1.77;mg/L
PAS 25;2024-04-16;Nitrito;<0.001;mg/L
PAS 32;2024-04-16;Nitrito;<0.001;mg/L
PAS 24;2024-04-15;Nitrito;<0.001;mg/L
PAS 02;2021-07-04;Nitrato;<0.01;mg/L
PAS 02;2021-12-03;Nitrato;<0.01;mg/L
PAS 03;2020-12-16;Nitrato;<0.01;mg/L
PAS 26;2024-06-27;Manganês Dissolvido;9.9000000000000005E-2;mg/L
PAS 26;2024-07-26 15:21:00;Manganês Dissolvido;9.1999999999999998E-2;mg/L
PAS 26;2024-06-27;Chumbo Dissolvido;<0.003;mg/L
PAS 26;2024-07-26 15:21:00;Chumbo Dissolvido;1.2E-2;mg/L
PAS 26;2024-06-27;Cobre Dissolvido;<0.0003;mg/L
PAS 26;2024-07-26 15:21:00;Cobre Dissolvido;<0.0003;mg/L
PAS 26;2024-06-27;Ferro Dissolvido;0.83499999999999996;mg/L
PAS 26;2024-07-26 15:21:00;Ferro Dissolvido;3.4000000000000002E-2;mg/L
PAS 16;2024-03-18;Alcalinidade Total;8;mg/L
PAS 28;2024-05-23;Alcalinidade Total;8;mg/L
PAS 28;2024-02-20;Alcalinidade Total;8;mg/L
PAS 30;2024-02-20;Alcalinidade Total;8;mg/L
PAS 27;2024-04-15;Alcalinidade Total;8;mg/L
PAS 31;2024-04-17;Alcalinidade Total;8;mg/L
PAS 35;2024-06-27;Alcalinidade Total;8;mg/L
PAS 01;2024-04-17;Alumínio Dissolvido;2.7E-2;mg/L
PAS 03;2024-07-29 11:32:00;Alumínio Dissolvido;2.7E-2;mg/L
PAS 07;2021-07-04;Alumínio dissolvido;2.5000000000000001E-2;mg/L
PAS 14;2024-07-26 09:53:00;Alumínio Dissolvido;2.1999999999999999E-2;mg/L
PAS 01;2022-05-26;Alumínio dissolvido;<0.02;mg/L
PAS 01;2022-11-23;Alumínio dissolvido;<0.02;mg/L
PAS 01;2023-05-18;Alumínio dissolvido;<0.02;mg/L
PAS 28;2023-11-22;Amônia;<0.6;mg/L
PAS 28;2024-05-23;Amônia;<0.005;mg/L
PAS 28;2024-06-25;Amônia;<0.005;mg/L
PAS 28;2024-02-20;Amônia;0.85099999999999998;mg/L
PAS 28;2024-03-20;Amônia;<0.005;mg/L
PAS 28;2024-04-15;Amônia;<0.1;mg/L
PAS 28;2024-07-22 15:19:00;Amônia;<0.1;mg/L
PAS 28;2023-11-22;Cádmio total;<0.001;mg/L
PAS 28;2024-05-23;Cádmio Total;<0.0003;mg/L
PAS 28;2024-06-25;Cádmio Total;<0.0003;mg/L
PAS 28;2024-02-20;Cádmio Total;<0.0003;mg/L
PAS 28;2024-03-20;Cádmio Total;<0.0003;mg/L
PAS 28;2024-04-15;Cádmio Total;<0.0003;mg/L
PAS 28;2024-07-22 15:19:00;Cádmio Total;<0.0003;mg/L
PAS 28;2023-11-22;Chumbo total;<0.005;mg/L
PAS 28;2024-05-23;Chumbo Total;<0.003;mg/L
PAS 28;2024-06-25;Chumbo Total;<0.01;mg/L
PAS 28;2024-02-20;Chumbo Total;<0.003;mg/L
PAS 28;2024-03-20;Chumbo Total;<0.003;mg/L
PAS 28;2024-04-15;Chumbo Total;<0.003;mg/L
PAS 28;2024-07-22 15:19:00;Chumbo Total;<0.003;mg/L
PAS 28;2023-11-22;Cloreto;3.5;mg/L
PAS 28;2023-12-13;Cloreto total;0.3;mg/L
PAS 28;2024-05-23;Cloreto;<1.;mg/L
PAS 28;2024-06-25;Cloreto;<1.;mg/L
PAS 28;2024-01-23;Cloreto Total;0.3;mg/L
PAS 28;2024-02-20;Cloreto;<1.;mg/L
PAS 28;2024-03-20;Cloreto Total;0.8;mg/L
PAS 28;2024-04-15;Cloreto;<1.;mg/L
PAS 28;2024-07-22 15:19:00;Cloreto;<0.17;mg/L
PAS 28;2023-11-22;Cobre total;0.10199999999999999;mg/L
PAS 28;2024-05-23;Cobre Total;4.1999999999999997E-3;mg/L
PAS 28;2024-06-25;Cobre Total;2E-3;mg/L
PAS 28;2024-02-20;Cobre Total;<0.0003;mg/L
PAS 28;2024-03-20;Cobre Total;<0.0003;mg/L
PAS 28;2024-04-15;Cobre Total;2.0999999999999999E-3;mg/L
PAS 28;2024-07-22 15:19:00;Cobre Total;<0.0003;mg/L
PAS 28;2023-11-27;Condutividade;19.84;µS/cm
PAS 02;2021-07-04;Condutividade elétrica;19.61;µS/cm
PAS 03;2023-05-18;Condutividade elétrica;19.399999999999999;µS/cm
PAS 04;2024-07-24 11:55:00;Condutividade;19;µS/cm
PAS 13;2024-03-21;Condutividade;19;µS/cm
PAS 16;2024-04-16;Condutividade;19;µS/cm
PAS 28;2024-07-22 15:07:00;Condutividade;19;µS/cm
PAS 27;2024-03-20;Condutividade;19;µS/cm
PAS 31;2024-05-22;Condutividade;19;µS/cm
PAS 04;2021-12-03;Condutividade elétrica;18.96;µS/cm
PAS 16;2020-12-16;Condutividade elétrica;18.5;µS/cm
PAS 01;2024-02-19;Cor Verdadeira;<10;mg/L
PAS 01;2024-04-17;Cor Verdadeira;<10;mg/L
PAS 05;2024-07-23 09:29:00;Cor Verdadeira;10;mg/L
PAS 14;2024-02-22;Cor Verdadeira;<10;mg/L
PAS 14;2024-04-18;Cor Verdadeira;<10;mg/L
PAS 15;2023-11-29;Cor verdadeira;<10;mg/L
PAS 30;2023-11-28;Cor verdadeira;10;mg/L
PAS 28;2023-11-22;Cromo total;<0.003;mg/L
PAS 28;2024-05-23;Cromo Total;<0.003;mg/L
PAS 28;2024-06-25;Cromo Total;<0.003;mg/L
PAS 28;2024-02-20;Cromo Total;<0.003;mg/L
PAS 28;2024-03-20;Cromo Total;<0.003;mg/L
PAS 28;2024-04-15;Cromo Total;<0.003;mg/L
PAS 28;2024-07-22 15:19:00;Cromo Total;<0.003;mg/L
PAS 33;2024-03-18;DBO 5;<1.;mg/L
PAS 33;2024-04-18;DBO 5;<1.;mg/L
PAS 27;2024-05-23;DBO 5;<1.;mg/L
PAS 27;2024-06-25;DBO 5;<1.;mg/L
PAS 27;2024-03-20;DBO 5;<1.;mg/L
PAS 27;2024-04-15;DBO 5;<1.;mg/L
PAS 27;2024-07-22 15:48:00;DBO 5;<1.;mg/L
PAS 28;2023-11-22;DQO;9;mg/L
PAS 28;2024-05-23;DQO;<20.;mg/L
PAS 28;2024-06-25;DQO;<20.;mg/L
PAS 28;2024-02-20;DQO;25;mg/L
PAS 28;2024-03-20;DQO;<20;mg/L
PAS 28;2024-04-15;DQO;<20;mg/L
PAS 28;2024-07-22 15:19:00;DQO;<20;
PAS 28;2023-11-22;Dureza;370;mg/L
PAS 28;2024-05-23;Dureza Total;2;mg/L
PAS 28;2024-06-25;Dureza Total;<0.5;mg/L
PAS 28;2024-02-20;Dureza Total;20.13;mg/L
PAS 28;2024-03-20;Dureza Total;<0.5;mg/L
PAS 28;2024-04-15;Dureza Total;2;mg/L
PAS 28;2024-07-22 15:19:00;Dureza Total;<0.5;mg/L
PAS 28;2023-11-22;Fenóis;<0.001;mg/L
PAS 28;2024-05-23;Fenóis Totais;<0.001;mg/L
PAS 28;2024-06-25;Fenóis Totais;<0.001;mg/L
PAS 28;2024-02-20;Fenóis Totais;4.8000000000000001E-2;mg/L
PAS 28;2024-03-20;Fenóis Totais;<0.001;mg/L
PAS 28;2024-04-15;Fenóis Totais;<0.001;mg/L
PAS 28;2024-07-22 15:19:00;Fenóis Totais;<0.001;mg/L
PAS 28;2023-11-22;Ferro total;0.72;mg/L
PAS 28;2024-05-23;Ferro Total;0.14000000000000001;mg/L
PAS 28;2024-06-25;Ferro Total;0.1;mg/L
PAS 28;2024-02-20;Ferro Total;0.55200000000000005;mg/L
PAS 28;2024-03-20;Ferro Total;2.13;mg/L
PAS 28;2024-04-15;Ferro Total;9.8000000000000004E-2;mg/L
PAS 28;2024-07-22 15:19:00;Ferro Total;0.17599999999999999;mg/L
PAS 28;2023-11-22;Fosfato;<0.01;mg/L
PAS 28;2024-05-23;Fosfato Total;<0.006;mg/L
PAS 28;2024-06-25;Fosfato Total;<0.006;mg/L
PAS 28;2024-02-20;Fosfato Total;<0.006;mg/L
PAS 28;2024-03-20;Fosfato Total;<0.006;mg/L
PAS 28;2024-04-15;Fosfato Total;<0.006;mg/L
PAS 28;2024-07-22 15:19:00;Fosfato Total;<0.006;mg/L
PAS 28;2024-07-22 15:19:00;Fósforo Total;<0.003;mg/L
PAS 30;2024-05-21;Fósforo Total;<0.003;mg/L
PAS 30;2024-06-26;Fósforo Total;<0.003;mg/L
PAS 30;2024-02-20;Fósforo Total;<0.003;mg/L
PAS 30;2024-03-21;Fósforo Total;<0.003;mg/L
PAS 30;2024-04-17;Fósforo Total;<0.003;mg/L
PAS 33;2024-03-18;Fósforo Total;<0.003;mg/L
PAS 28;2023-11-22;Níquel total;<0.007;mg/L
PAS 28;2024-05-23;Níquel Total;<0.003;mg/L
PAS 28;2024-06-25;Níquel Total;<0.003;mg/L
PAS 28;2024-02-20;Níquel Total;<0.003;mg/L
PAS 28;2024-03-20;Níquel Total;<0.003;mg/L
PAS 28;2024-04-15;Níquel Total;<0.003;mg/L
PAS 28;2024-07-22 15:19:00;Níquel Total;<0.003;mg/L
PAS 32;2024-06-24;Nitrito (como N);<0.001;mg/L
PAS 03;2021-07-03;Nitrato;<0.01;mg/L
PAS 03;2021-12-03;Nitrato;<0.01;mg/L
PAS 04;2020-12-16;Nitrato;<0.01;mg/L
PAS 27;2024-02-20;Nitrito;<0.003;mg/L
PAS 27;2024-03-20;Nitrito;<0.003;mg/L
PAS 31;2024-02-20;Nitrito;<0.003;mg/L
PAS 29;2024-04-17;Nitrito;<0.001;mg/L
PAS 28;2023-11-22;Nitrogênio amoniacal;<0.6;mg/L
PAS 28;2024-05-23;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 28;2024-06-25;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 28;2024-02-20;Nitrogênio Amoniacal Total;0.7;mg/L
PAS 28;2024-03-20;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 28;2024-04-15;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 28;2024-07-22 15:19:00;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 28;2023-11-22;Nitrogênio Kjeldahl;<4.;mg/L
PAS 28;2023-11-22;Nitrogênio total;0.76;mg/L
PAS 28;2024-05-23;Nitrogênio Total;1.4;mg/L
PAS 28;2024-06-25;Nitrogênio Total;<0.5;mg/L
PAS 28;2024-02-20;Nitrogênio Total;<0.5;mg/L
PAS 28;2024-03-20;Nitrogênio Total;0.8;mg/L
PAS 28;2024-04-15;Nitrogênio Total;<0.15;mg/L
PAS 28;2024-07-22 15:19:00;Nitrogênio Total;<0.15;mg/L
PAS 04;2023-11-27;Óleos e Graxas Totais;15.21;mg/L
PAS 34;2024-03-18;Óleos e Graxas Totais;15.29;mg/L
PAS 23;2024-05-22;Óleos e Graxas Totais;15.32;mg/L
PAS 03;2024-02-22;Óleos e Graxas Totais;15.38;mg/L
PAS 28;2024-05-23;Óleos e Graxas Totais;15.39;mg/L
PAS 13;2024-04-17;Óleos e Graxas Totais;15.41;mg/L
PAS 22;2024-05-22;Óleos e Graxas Totais;15.47;mg/L
PAS 28;2023-11-22;Ortofosfato;<0.01;mg/L
PAS 28;2024-05-23;Ortofosfato;<0.006;mg/L
PAS 28;2024-06-25;Ortofosfato;<0.006;mg/L
PAS 28;2024-02-20;Ortofosfato;<0.006;mg/L
PAS 28;2024-03-20;Ortofosfato;<0.02;mg/L
PAS 28;2024-04-15;Ortofosfato;<0.006;mg/L
PAS 28;2024-07-22 15:19:00;Ortofosfato;<0.006;mg/L
PAS 28;2023-11-22;Oxigênio dissolvido;2.12;mg/L
PAS 28;2024-05-23;Oxigênio Dissolvido;6.07;mg/L
PAS 28;2024-06-25;Oxigênio Dissolvido;7.93;mg/L
PAS 28;2024-02-20;Oxigênio Dissolvido;6.35;mg/L
PAS 28;2024-03-20;Oxigênio Dissolvido;5.98;mg/L
PAS 28;2024-04-15;Oxigênio Dissolvido;6.9;mg/L
PAS 28;2024-07-22 15:19:00;Oxigênio Dissolvido;4.8099999999999996;mg/L
PAS 14;2021-07-06;pH;7.1;-
PAS 16;2021-12-03;pH;7.1;-
PAS 16;2023-05-16;pH;7.1;-
PAS 15;2024-04-18;pH;7.11;-
PAS 15;2024-04-18;pH;7.12;-
PAS 02;2021-12-03;pH;7.2;-
PAS 15;2020-12-16;pH;7.2;-
PAS 30;2024-05-21;pH;7.2;-
PAS 02;2024-05-23;pH;7.21;-
PAS 15;2024-07-24 15:28:00;pH;7.21;
PAS 16;2024-07-26 09:10:00;pH;7.22;
PAS 07;2023-11-22;Salinidade;<0.1;‰
PAS 13;2022-05-27;Salinidade;<0.1;‰
PAS 13;2023-05-18;Salinidade;<0.1;%
PAS 13;2023-11-23;Salinidade;<0.1;‰
PAS 14;2022-05-26;Salinidade;<0.1;‰
PAS 14;2022-11-24;Salinidade;<0.1;‰
PAS 14;2023-05-16;Salinidade;<0.1;%
PAS 15;2023-05-17;Salinidade;<0.1;%
PAS 15;2023-12-14;Salinidade;0.1;PSU
PAS 01;2023-11-27;Salinidade;0.1;‰
PAS 02;2023-11-27;Salinidade;0.1;‰
PAS 02;2023-05-18;Sódio total;1.59;mg/L
PAS 05;2024-06-25;Sódio Total;1.58;mg/L
PAS 04;2024-07-24 11:57:00;Sódio Total;1.56;mg/L
PAS 28;2024-07-22 15:19:00;Sódio Total;1.54;mg/L
PAS 28;2024-05-23;Sódio Total;1.53;mg/L
PAS 13;2024-04-17;Sódio Total;1.51;mg/L
PAS 34;2024-03-18;Sódio Total;1.47;mg/L
PAS 28;2023-11-22;Sólidos dissolvidos totais;41;mg/L
PAS 28;2023-12-13;Sólidos dissolvidos totais;28;mg/L
PAS 28;2024-05-23;Sólidos Dissolvidos Totais;11;mg/L
PAS 28;2024-06-25;Sólidos Dissolvidos Totais;10;mg/L
PAS 28;2024-01-23;Sólidos Dissolvidos Totais;12;mg/L
PAS 28;2024-02-20;Sólidos Dissolvidos Totais;<10;mg/L
PAS 28;2024-02-20;Sólidos Dissolvidos Totais;20;mg/L
PAS 28;2024-03-20;Sólidos Dissolvidos Totais;11;mg/L
PAS 28;2024-04-15;Sólidos Dissolvidos Totais;11;mg/L
PAS 28;2024-04-15;Sólidos Dissolvidos Totais;28;mg/L
PAS 28;2024-07-22 15:07:00;Sólidos Dissolvidos Totais;<10;mg/L
PAS 06;2020-12-17;Sólidos suspensos totais;6;mg/L
PAS 06;2022-05-28;Sólidos suspensos totais;6;mg/L
PAS 06;2022-11-22;Sólidos suspensos totais;4;mg/L
PAS 07;2021-07-04;Sólidos suspensos totais;4;mg/L
PAS 07;2023-05-17;Sólidos suspensos totais;4;mg/L
PAS 30;2023-11-23;Sólidos suspensos totais;4;mg/L
PAS 05;2023-05-16;Sólidos suspensos totais;<2.5;mg/L
PAS 28;2023-11-22;Sólidos totais;53;mg/L
PAS 28;2024-05-23;Sólidos Totais;30;mg/L
PAS 28;2024-06-25;Sólidos Totais;88;mg/L
PAS 28;2024-02-20;Sólidos Totais;24;mg/L
PAS 28;2024-03-20;Sólidos Totais;80;mg/L
PAS 28;2024-04-15;Sólidos Totais;36;mg/L
PAS 28;2024-07-22 15:19:00;Sólidos Totais;32;mg/L
PAS 28;2023-11-22;Sulfato total;<10.;mg/L
PAS 28;2024-05-23;Sulfato;<1.;mg/L
PAS 28;2024-06-25;Sulfato;14.6;mg/L
PAS 28;2024-02-20;Sulfato;<1.;mg/L
PAS 28;2024-03-20;Sulfato Total;<1.;mg/L
PAS 28;2024-04-15;Sulfato;1.1100000000000001;mg/L
PAS 28;2024-07-22 15:19:00;Sulfato;<1.;mg/L
PAS 28;2023-11-22;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 28;2023-11-22;Temperatura da amostra;27.9;°C
PAS 28;2023-12-13;Temperatura;28.4;°C
PAS 28;2024-05-23;Temperatura;25.1;°C
PAS 28;2024-06-25;Temperatura;22.3;°C
PAS 28;2024-01-23;Temperatura;26.6;°C
PAS 28;2024-02-20;Temperatura;24.5;°C
PAS 28;2024-02-20;Temperatura;24.5;°C
PAS 28;2024-03-20;Temperatura;25.1;°C
PAS 28;2024-04-15;Temperatura;26.7;°C
PAS 28;2024-04-15;Temperatura;26.7;°C
PAS 28;2024-07-22 15:07:00;Temperatura;21.1;
PAS 07;2024-05-23;Turbidez;3.87;UNT
PAS 01;2024-02-19;Turbidez;3.73;UNT
PAS 05;2024-05-23;Turbidez;3.61;UNT
PAS 28;2024-07-22 15:19:00;Turbidez;3.58;UNT
PAS 07;2024-07-23 11:09:00;Turbidez;3.56;UNT
PAS 03;2024-06-25;Turbidez;3.51;UNT
PAS 06;2024-04-15;Turbidez;3.37;UNT
PAS 28;2023-11-22;Zinco total;<0.02;mg/L
PAS 28;2024-05-23;Zinco Total;4.2000000000000003E-2;mg/L
PAS 28;2024-06-25;Zinco Total;2.3E-2;mg/L
PAS 28;2024-02-20;Zinco Total;4.1000000000000002E-2;mg/L
PAS 28;2024-03-20;Zinco Total;6.2E-2;mg/L
PAS 28;2024-04-15;Zinco Total;3.7999999999999999E-2;mg/L
PAS 28;2024-07-22 15:19:00;Zinco Total;1.2E-2;mg/L
PAS 28;2024-03-20;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 28;2024-05-23;Coliformes Termotolerantes;330;NMP/100mL
PAS 28;2024-06-25;Coliformes Termotolerantes;45;NMP/100mL
PAS 28;2024-07-22 15:19:00;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 28;2023-11-22;Coliformes termotolerantes;Ausente;NMP/100mL
PAS 28;2024-02-20;Coliformes Termotolerantes;Presente;-
PAS 28;2024-04-15;Coliformes Termotolerantes;Presente;-
PAS 28;2023-11-22;Coliformes totais;9200;NMP/100mL
PAS 28;2024-02-20;Coliformes Totais;Presente;-
PAS 28;2024-03-20;Coliformes Totais;<1.8;NMP/100mL
PAS 28;2024-04-15;Coliformes Totais;Presente;-
PAS 28;2024-05-23;Coliformes Totais;5400;NMP/100mL
